Co_Ref,crm_customer_payment_intention,crm_contractor_suggested_leave,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_agent_chase_count,crm_financial_hardship_mentioned,crm_delays_in_accreditation,crm_membership_overdue
BR8060,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
FY2488,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
VX4222,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
QH9488,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
RS5158,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
UO2349,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
DO7063,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
MT3717,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
PA8959,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
SQ5831,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
GP7950,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
GZ1487,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
KF1956,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
QQ6289,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
PV4252,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
BU4846,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
UL0587,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
AX7071,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
UW1014,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
WF4479,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
FF9762,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
TD9432,Not Discussed,Not Discussed,No,No,No,3,No,Not Discussed,Yes
GR6645,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
HC5632,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
GV3217,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
JY5483,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
TN0960,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
ZU4374,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
JP7895,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
GN6643,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
HV3651,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
HX5515,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
WQ0183,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
TC6502,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
JQ9264,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
KB3943,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
CP5868,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
DP0368,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
OP2113,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
DR4061,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
IQ7024,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
VC5875,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
JT4048,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
MC5075,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
KP6226,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PC6044,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
PC0393,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
YT7941,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
EN5269,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
BV2176,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
XA0134,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
KR6569,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
BA9261,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
FN3190,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
HN3994,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
JI7844,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
NU2718,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
YR7832,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
BM6675,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
ZA9031,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
LO7817,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
JY1651,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
LO7459,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
UK6738,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
ED7380,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
EF9827,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
SL2534,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
RQ6860,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
DB4657,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
OD2937,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
YL6482,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
SD4381,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
CP1261,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
OO3317,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
GB4289,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
IB3411,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
SK2821,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
DX9680,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
KP7210,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
CU3559,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
RX9172,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
HU2226,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
JR3778,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
CG6255,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,Yes
GQ2056,Not Discussed,Not Discussed,No,No,No,2,Yes,Not Discussed,Yes
TA6698,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,Yes
LO9413,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
FI9136,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,No
VZ7871,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,No
JO4887,Not Discussed,Not Discussed,No,No,No,2,Yes,Not Discussed,No
UC0226,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
CP1347,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
ET1475,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
GE7608,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
PP1519,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
SA5701,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
GR8812,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
UN3864,Not Discussed,Not Discussed,No,No,No,2,Yes,Not Discussed,Yes
JO9291,Not Discussed,Not Discussed,No,No,No,2,Yes,Not Discussed,Yes
QG7653,Not Discussed,Not Discussed,No,No,No,2,Yes,Not Discussed,Yes
ND3904,Not Discussed,Not Discussed,No,No,No,2,Yes,Not Discussed,Yes
BE0560,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,Yes
TP8041,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,Yes
BR6865,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,Yes
PE8496,Not Discussed,Not Discussed,No,No,No,5,Yes,Not Discussed,Yes
LD9204,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
JG6098,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
IJ1812,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,No
SX4569,Not Discussed,Not Discussed,No,No,No,2,Yes,Not Discussed,No
IU6068,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
OX5252,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
MQ7490,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
OP6430,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
QV5470,Not Discussed,Not Discussed,No,No,No,3,No,Not Discussed,Yes
RY9164,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
QJ9599,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
KB4498,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
MG0859,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
CG8784,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,No
QV6295,Not Discussed,Not Discussed,No,No,No,4,Yes,Not Discussed,No
TY1659,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
KY3848,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,No
ME5692,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,No
PR9252,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
QB6598,Not Discussed,Not Discussed,No,No,No,0,Yes,Not Discussed,No
CI1981,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
MN7437,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
NL2571,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
BO9629,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
YW1117,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
AH5597,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
CO0012,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
NQ7711,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
BY2502,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
BZ1297,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
KT1542,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
NF5989,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
BD3943,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
BE0339,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
GM5753,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
JL9405,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
YR1071,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
LN3511,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
NI8059,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
DE4365,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
BN0958,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
EG6478,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
BC6915,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
CN8343,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PB6413,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
BU8233,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
WB0920,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
AO2205,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
AP3412,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
BG3169,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
MY3626,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
IF0303,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
WB0123,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
CY3276,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
WT3597,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
AQ5710,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
OJ4278,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
GA5539,Not Discussed,Not Discussed,No,No,No,1,Yes,Not Discussed,Yes
RC4648,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
PS8959,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
TM7536,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
WW6325,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
XO0018,Not Discussed,Not Discussed,Yes,No,No,1,No,Not Discussed,No
MR6219,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
UM0537,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
WS0689,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
XC3646,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
ZN8204,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
XY5562,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
LB9973,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
SU4070,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
HU0474,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
LL5364,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
QG8433,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
RE7174,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
CS5862,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
JL6247,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
MI6313,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
IQ7646,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
ST2332,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
AR4712,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,Yes
FL0674,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PL7290,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PN7248,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
YD0040,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
KJ9773,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
RH6780,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
SO6692,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
OS4289,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PS2662,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PI9101,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
FE3482,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
KY7231,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
FP8822,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
OV2834,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
SQ6734,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
LN8251,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
GC5632,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
OB5746,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
OW5209,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PB7794,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
WC2590,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
EL4748,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
RN2100,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
MJ3700,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
NH1629,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
GF2276,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
LX5941,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PF7804,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
II9642,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
OH4653,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
RT1956,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
HV8263,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
MV2100,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PA8364,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
LL4920,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
VB0692,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
VP4461,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
RV3791,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
UA7576,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
YU9645,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
VH9551,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
YV3947,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
DT0772,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
KN1351,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
OF7781,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
PJ6518,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
VD4356,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
DB0462,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
OU7583,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
AG3199,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
RF1344,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
VT9016,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
XN4249,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
KE3388,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
ZX3953,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
ZA9819,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
CG5612,Not Discussed,Not Discussed,No,No,No,1,No,Not Discussed,No
KK8502,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
QF4518,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
YU3134,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
RG8849,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
ET9082,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
HK3741,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
NU8844,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
SQ5577,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
VT6963,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
NO6593,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
HK6924,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
LA2231,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
ID3689,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
MA3282,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
OW2457,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
DG9379,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
OS4485,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
GQ9735,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
OX4221,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
QS4069,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,Yes
EC1130,Not Discussed,Not Discussed,No,No,No,0,No,Not Discussed,No
IE5732,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
WA0330,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
EN7202,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,No
EF7410,Not Discussed,Not Discussed,No,No,No,2,No,Not Discussed,Yes
MS9704,Not Discussed,Not Discussed,No,No,No,3,No,Not Discussed,No
ZM5849,Not Discussed,Not Discussed,No,No,Yes,1,Yes,Not Discussed,No
SE2612,Yes,No,No,No,No,0,No,No,No
DN2919,Yes,No,No,No,No,0,No,No,No
GO4893,Yes,No,No,No,No,0,No,No,Yes
KD8194,Yes,No,No,No,No,0,No,No,No
JE1611,No,No,No,No,No,0,No,No,No
UC7992,No,No,No,No,No,0,No,No,No
NN9257,Yes,No,No,No,No,0,No,No,No
PN7294,Yes,No,No,No,No,0,No,No,No
OH8251,Yes,No,No,No,No,0,No,No,No
YG3138,Yes,No,No,No,No,0,No,No,No
TM6130,No,No,No,No,No,0,No,No,No
CZ8374,No,No,No,No,No,0,No,No,No
DQ2244,No,No,No,No,No,0,No,No,No
WA3191,Yes,No,No,No,No,0,No,No,No
HB1068,No,No,No,No,No,0,No,No,No
US6235,Yes,No,No,No,No,0,No,No,No
UI0926,Yes,No,No,No,No,0,No,No,No
ZK6409,No,No,No,No,No,0,No,No,No
SF7247,No,No,No,No,No,0,Yes,Yes,No
KF2634,Yes,No,No,No,No,2,No,No,No
QA8620,Yes,No,No,No,No,2,No,Yes,No
CW2927,Yes,No,No,No,No,1,No,No,Yes
SC8144,No,No,No,No,No,2,No,No,No
MA3359,No,No,No,No,No,3,No,No,No
BZ8605,No,No,No,No,No,1,No,No,Yes
PW9548,No,No,No,No,No,2,No,No,No
LD9131,No,No,No,No,No,1,No,No,No
OU9739,No,No,No,No,No,1,No,Yes,No
VW4553,No,No,No,No,No,0,No,No,No
DL8057,No,No,No,No,No,0,No,No,No
IL5028,No,No,No,No,No,0,No,No,No
VI6211,No,No,No,No,No,0,No,No,No
IO7171,No,No,No,No,No,0,No,No,No
MC8347,No,No,No,No,No,0,No,No,No
LZ0770,No,No,No,No,No,0,No,No,No
SV2605,No,No,No,No,No,0,No,No,No
HL0642,No,No,No,No,No,0,No,No,No
IU4116,No,No,No,No,No,0,No,No,No
BV7890,No,No,No,No,No,0,No,No,No
PH4437,No,No,No,No,No,0,No,No,No
OM7941,No,No,No,No,No,0,No,No,No
DJ3133,No,No,No,No,No,0,No,No,No
WW6063,No,No,No,No,No,0,No,No,No
MI7140,No,No,No,No,No,0,No,No,No
BP8084,No,No,No,No,No,1,No,No,No
SC4095,No,No,No,No,No,1,No,No,No
ZM7303,No,No,No,No,No,1,Yes,No,No
EC9590,No,No,No,No,No,1,No,No,No
HQ6780,No,No,No,No,No,1,No,No,No
UH8767,No,No,No,No,No,1,No,No,No
DM2366,No,No,No,No,No,1,No,No,No
TR3358,No,No,No,No,No,1,No,No,No
XZ9697,No,No,No,No,No,1,Yes,No,No
MF7611,No,No,No,No,No,1,No,No,No
HH0534,No,No,No,No,No,2,No,No,No
ES5843,No,No,No,No,No,2,No,No,No
OI5399,No,No,No,No,No,2,No,No,No
KA1468,No,No,No,No,No,0,No,No,No
EA7959,No,No,No,No,No,0,No,No,No
SK9967,No,No,No,No,No,0,No,No,No
CY3442,No,No,No,No,No,0,No,No,No
JV7167,No,No,No,No,No,0,No,No,No
FA0753,No,No,No,No,No,0,No,No,No
QO8246,No,No,No,No,No,0,No,No,No
KN6523,No,No,No,No,No,0,No,No,No
PM5813,No,No,No,No,No,0,No,No,No
OI9329,No,No,No,No,No,0,No,No,No
LF9073,No,No,No,No,No,0,No,No,No
KU0370,No,No,No,No,No,0,No,No,No
PW7158,Yes,No,No,No,No,0,No,No,No
BA4457,No,No,No,No,No,0,No,No,No
TC1767,No,No,No,No,No,1,No,No,No
VU8936,No,No,No,No,No,1,No,No,No
ED1879,No,No,No,No,No,1,No,No,No
NL4442,No,No,No,No,No,1,No,No,No
BR9044,No,No,No,No,No,1,No,No,No
OT8637,No,No,No,No,No,1,No,No,No
IW5022,No,No,No,No,No,1,No,No,No
QW7271,No,No,No,No,No,0,No,Yes,No
XR7379,No,No,No,No,No,0,No,No,No
FW6944,No,No,No,No,No,1,No,No,No
JY9888,No,No,No,No,No,1,No,Yes,No
QX2472,No,No,No,No,No,0,No,No,No
ZN8581,No,No,No,No,No,1,No,No,No
NL3119,No,No,No,No,No,1,No,Yes,No
NY4590,No,No,No,No,No,1,No,No,No
XP5305,No,No,No,No,No,3,No,No,No
BC2085,No,No,No,No,No,3,No,No,No
HR1057,No,No,No,No,No,3,No,No,No
DR4749,No,No,No,No,No,0,No,No,No
DN2410,No,No,No,No,No,0,No,No,No
NC6050,No,No,No,No,No,0,No,No,No
AU1317,No,No,No,No,No,0,No,No,No
FE2666,No,No,No,No,No,0,No,No,No
NH4612,No,No,No,No,No,0,No,No,No
TS5590,No,No,No,No,No,0,No,No,No
AV5573,No,No,No,No,No,0,No,No,No
CF1218,No,No,No,No,No,0,No,No,No
HA9863,No,No,No,No,No,0,No,No,No
AU8187,No,No,No,No,No,0,No,No,No
RW6018,No,No,No,No,No,0,No,No,No
ZO7436,No,No,No,No,No,0,No,No,No
NU4742,No,No,No,No,No,0,No,No,No
ZP4576,No,No,No,No,No,0,No,No,No
GA5078,No,No,No,No,No,0,No,No,No
SN5638,No,No,No,No,No,0,No,No,No
WZ5202,No,No,No,No,No,0,No,No,No
BW9896,No,No,No,No,No,0,No,No,No
HX3208,No,No,No,No,No,0,No,No,No
IC5317,No,No,No,No,No,0,No,No,No
LH6821,No,No,No,No,No,0,No,No,No
OZ3645,No,No,No,No,No,0,No,No,No
XX2095,No,No,No,No,No,0,No,No,No
PP7051,No,No,No,No,No,0,No,No,No
PT9040,No,No,No,No,No,0,No,No,No
RO9556,No,No,No,No,No,0,No,No,No
UM4937,No,No,No,No,No,0,No,No,No
ZW2929,No,No,No,No,No,0,No,No,No
AU1192,No,No,No,No,No,0,No,No,No
CT2190,No,No,No,No,No,0,No,No,No
OP7042,No,No,No,No,No,0,No,No,No
XM0192,No,No,No,No,No,0,No,No,No
LI6746,No,No,No,No,No,0,No,No,No
WA8568,No,No,No,No,No,0,No,No,No
SO4799,No,No,No,No,No,0,No,No,No
WQ9373,No,No,No,No,No,0,No,No,No
JQ0471,No,No,No,No,No,0,No,No,No
ZZ3847,No,No,No,No,No,0,No,No,No
VM1702,No,No,No,No,No,0,No,No,No
HD1680,No,No,No,No,No,0,No,No,No
LQ1839,No,No,No,No,No,0,No,No,No
JG6202,No,No,No,No,No,0,No,No,No
DT0313,No,No,No,No,No,0,No,No,No
AA1394,No,No,No,No,No,0,No,No,No
EF4965,No,No,No,No,No,0,No,No,No
PT0352,No,No,No,No,No,0,No,No,No
QF7646,No,No,No,No,No,2,No,No,No
HN0346,No,No,No,No,No,2,No,No,No
XD0372,No,No,No,No,No,2,No,No,No
DI3837,No,No,No,No,No,2,No,No,No
DR5882,No,No,No,No,No,2,No,No,No
